,path,temperature,external pressure,chem. potential box 1,chem. potential box 2,no. of chains box 1,no. of chains box 2,specific density box 1,specific density box 2
0,example,133.100,3.00000000,-710.290,-490.100,119.530,1038.470,0.008925,0.005254
